,path,label,cnn_vectors,pca_vectors,features_array
23,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/r_81_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.48943067, 0.        , 0.23485954, ..., 0.        , 0.        ,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-15.98575445,   2.56363156,  -8.55027455,  -2.40696124,
        -0.60918737,   1.87603518,   3.39798515,  -1.67511782,
        -2.71617828,  -5.2079182 ,   5.82296234,  -0.54040824,
         4.43994171,  -3.77806645,  -5.36509759,   4.08373934,
         1.37534608,   3.22768906,  -2.01895176,   0.21425425])}","[-15.985754     2.5636315   -8.550275    -2.4069612   -0.60918736
   1.8760352    3.3979852   -1.6751179   -2.7161782   -5.207918
   5.8229623   -0.54040825   4.439942    -3.7780664   -5.3650975
   4.0837393    1.3753461    3.227689    -2.0189517    0.21425425]"
24,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/r_41_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.84571236, 0.        , 0.23516928, ..., 0.        , 0.05217532,
       0.33041662])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-15.18787441,  -8.57257774,  -7.21262722,  -7.23422241,
        -1.27445256,  -0.96834694,   5.58557344,  -0.86069346,
        -2.27167767,  -1.84054754,   5.04320641,   0.67945852,
         3.81593488,  -4.21652016,  -2.22957029,   3.62056901,
         2.59397949,  -0.09050891,  -2.26567186,  -0.65646323])}","[-15.187875    -8.572577    -7.2126274   -7.2342224   -1.2744526
  -0.96834695   5.5855737   -0.86069345  -2.2716777   -1.8405476
   5.043206     0.6794585    3.815935    -4.2165203   -2.2295704
   3.620569     2.5939796   -0.09050891  -2.265672    -0.6564632 ]"
25,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/r_85_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.38334215, 0.06016858, 0.15207499, ..., 0.        , 0.        ,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-15.43482445,   2.82959488,  -8.92570418,  -2.43164841,
        -1.10208357,   2.83075466,   5.3692477 ,  -3.5150281 ,
        -0.96834096,  -3.40380483,   3.8655719 ,   1.85522821,
         6.29175793,  -4.14488464,  -4.9759487 ,   4.52324346,
         1.1143243 ,   1.60569512,  -1.90262716,  -1.34743206])}","[-15.434824     2.8295949   -8.925704    -2.4316485   -1.1020836
   2.8307548    5.369248    -3.515028    -0.96834093  -3.4038048
   3.865572     1.8552282    6.291758    -4.1448846   -4.975949
   4.5232434    1.1143243    1.6056951   -1.9026271   -1.347432  ]"
26,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/49_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.96452147, 0.        , 0.01266562, ..., 0.        , 0.09446902,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-2.47008251, -3.27398613, -5.40991656, -4.67451485,  1.77964749,
        2.64743946,  1.08347943, -2.95096386, -1.02685972, -2.06861421,
        3.35849446, -0.15298501,  3.98393316, -3.570734  , -2.86180806,
        3.23290079,  1.19030953,  1.72849328, -3.21258136,  0.02455472])}","[-2.4700825  -3.273986   -5.4099164  -4.674515    1.7796475   2.6474395
  1.0834794  -2.950964   -1.0268598  -2.0686142   3.3584945  -0.152985
  3.9839332  -3.570734   -2.861808    3.2329009   1.1903095   1.7284933
 -3.2125814   0.02455472]"
27,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/8_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.65089679, 0.        , 0.11975377, ..., 0.        , 0.1404348 ,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-2.00994778, -3.40458459, -9.97270314, -2.86452458,  6.10789895,
        2.30765531,  8.89991843, -0.83095141, -3.43056831, -4.22736051,
        3.31247482,  1.32355266,  2.29119411, -4.81457771, -4.03136863,
        4.10750505,  1.96444379,  1.02135066, -2.24988109, -0.04038335])}","[-2.0099478  -3.4045846  -9.972703   -2.8645246   6.1078987   2.3076553
  8.899919   -0.8309514  -3.4305682  -4.2273607   3.3124747   1.3235526
  2.2911942  -4.8145776  -4.0313687   4.107505    1.9644438   1.0213506
 -2.249881   -0.04038335]"
28,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/r_44_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.65933019, 0.        , 0.1837208 , ..., 0.        , 0.13769943,
       0.05671068])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-14.79713707,  -8.19319599,  -8.36602979,  -7.66773752,
        -0.9877134 ,   0.30413686,   5.08274303,  -2.55508712,
        -1.42746833,  -1.98481449,   4.29455866,  -0.06045139,
         1.20343932,  -4.80644086,  -4.30989439,   2.20929603,
         3.67806413,   2.49254016,  -3.87681518,  -0.39547708])}","[-14.797137    -8.193196    -8.36603     -7.6677375   -0.9877134
   0.30413687   5.082743    -2.555087    -1.4274683   -1.9848145
   4.2945585   -0.06045138   1.2034394   -4.806441    -4.3098946
   2.209296     3.678064     2.4925401   -3.876815    -0.3954771 ]"
29,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/r_67_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.2723754 , 0.00511807, 0.39832088, ..., 0.        , 0.        ,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-18.81626553,   1.98406514, -10.94795435,  -3.80413735,
         4.79776192,   1.15879487,   1.44609521,  -4.09290227,
        -2.68881934,  -1.72279213,   5.47242332,   1.82203763,
         4.09308548,  -4.20849608,  -5.02238845,   2.64447499,
         1.19278607,   1.44553227,  -1.17788682,  -0.5632679 ])}","[-18.816265    1.9840652 -10.947954   -3.8041372   4.797762    1.1587949
   1.4460952  -4.092902   -2.6888194  -1.7227921   5.4724236   1.8220376
   4.0930853  -4.208496   -5.0223885   2.644475    1.1927861   1.4455323
  -1.1778868  -0.5632679]"
30,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/r_3_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.0110753 , 0.        , 0.        , ..., 0.        , 0.        ,
       0.03683921])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-15.48735511,  -9.47508552,  -9.92413328,   3.96213311,
         2.8489513 ,  -1.24820162,   2.12908237,  -2.75823189,
         2.12423545,  -2.41779226,   3.62029622,   1.57455876,
         1.20808296,  -5.42370564,  -2.9489165 ,   5.168398  ,
         1.81883742,   1.81516299,  -1.98470033,  -0.5665799 ])}","[-15.487355   -9.475085   -9.924133    3.9621332   2.8489513  -1.2482016
   2.1290824  -2.7582319   2.1242354  -2.4177923   3.6202962   1.5745587
   1.2080829  -5.4237056  -2.9489164   5.168398    1.8188374   1.815163
  -1.9847003  -0.5665799]"
31,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/64_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.56890136, 0.        , 0.        , ..., 0.        , 0.18003942,
       0.06596461])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-0.6441805 , -3.56880674, -7.71951208, -3.47877255,  0.47178947,
       -0.32065698,  3.81835641, -6.11887281, -1.84245086, -4.90155437,
        5.66377511,  2.33323295,  3.92231426, -3.23013463, -2.75955863,
        2.13961237,  1.84190642,  2.16408265, -2.65884117, -1.03850664])}","[-0.6441805  -3.5688066  -7.719512   -3.4787726   0.47178948 -0.32065699
  3.8183565  -6.1188726  -1.8424509  -4.9015546   5.663775    2.3332329
  3.9223142  -3.2301347  -2.7595587   2.1396124   1.8419064   2.1640828
 -2.6588411  -1.0385066 ]"
32,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/72_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.83480078, 0.        , 0.40650457, ..., 0.        , 0.07428335,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ -3.07041099,  -3.84862071, -11.60235958,  -4.4828411 ,
         1.79195471,   1.29912437,   3.99406142,  -4.30239315,
        -3.09044811,  -3.37409969,   4.54895601,  -0.33942875,
         2.6016744 ,  -4.57520577,  -3.2437002 ,   3.49690341,
         0.52591616,   2.62685687,  -1.39901777,  -2.32570643])}","[ -3.070411    -3.8486207  -11.60236     -4.482841     1.7919548
   1.2991244    3.9940615   -4.302393    -3.0904481   -3.3740997
   4.548956    -0.33942875   2.6016743   -4.575206    -3.2437003
   3.4969034    0.52591616   2.6268568   -1.3990178   -2.3257065 ]"
33,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/4_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.330773  , 0.        , 0.20546676, ..., 0.        , 0.07098812,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-3.887054  , -3.50032159, -7.51389542, -2.65125244,  6.76398078,
        1.96124117,  9.37604327, -1.13957943, -2.3391366 , -3.54432394,
        3.07315109,  1.61831377,  4.47264514, -2.9903639 , -4.88388072,
        3.75915339,  1.65543641,  0.83911095, -2.22962021, -0.75838222])}","[-3.887054  -3.5003216 -7.5138955 -2.6512525  6.763981   1.9612411
  9.376043  -1.1395794 -2.3391366 -3.544324   3.073151   1.6183138
  4.4726453 -2.9903638 -4.8838806  3.7591534  1.6554364  0.839111
 -2.2296202 -0.7583822]"
34,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/r_60_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.70483291, 0.        , 0.00671908, ..., 0.        , 0.        ,
       0.05147268])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-16.82276467,  -0.89677202,  -9.80421098,  -5.18015424,
         3.32206884,  -0.24741441,   1.3419676 ,  -4.73213596,
        -2.20535785,  -3.7293165 ,   3.5008125 ,  -0.13436869,
         3.52170813,  -1.24792433,  -3.90182679,   3.12589283,
         2.51965769,   1.12166597,  -2.0537885 ,  -0.78089227])}","[-16.822765    -0.896772    -9.804211    -5.1801543    3.322069
  -0.24741441   1.3419676   -4.732136    -2.2053578   -3.7293165
   3.5008125   -0.13436869   3.521708    -1.2479243   -3.9018269
   3.1258929    2.5196576    1.121666    -2.0537884   -0.78089225]"
35,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/r_39_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.48654065, 0.        , 0.71885961, ..., 0.        , 0.03839396,
       0.60030097])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-17.19179079, -11.81814222,  -9.24697141,  -8.83178135,
         0.69544255,   5.50306654,   3.73821874,  -3.19855113,
        -1.04176792,  -2.50237139,   7.16461403,   1.28824415,
         3.05951089,  -3.53431262,  -5.56611227,   2.52805759,
         2.17481508,   0.94616423,  -1.30969545,  -1.28285803])}","[-17.191792   -11.818142    -9.246971    -8.831781     0.69544256
   5.5030665    3.7382188   -3.1985512   -1.041768    -2.5023713
   7.164614     1.2882441    3.059511    -3.5343127   -5.566112
   2.5280576    2.1748152    0.94616425  -1.3096955   -1.282858  ]"
36,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/r_73_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.05520594, 0.01165018, 0.5553388 , ..., 0.        , 0.        ,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-17.69338316,   0.92458619, -12.05802747,  -1.5446225 ,
         3.73173596,   3.10899892,   4.81865446,  -3.84052614,
        -1.63121219,  -2.40193441,   6.67781378,   1.97388957,
         3.7629966 ,  -5.24372588,  -3.69303706,   4.47044939,
         3.19915323,   1.45687077,  -3.68330436,  -1.15735507])}","[-17.693382    0.9245862 -12.058027   -1.5446225   3.731736    3.108999
   4.8186545  -3.840526   -1.6312122  -2.4019344   6.677814    1.9738896
   3.7629967  -5.243726   -3.693037    4.4704494   3.1991532   1.4568708
  -3.6833043  -1.1573551]"
37,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/96_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.33368629, 0.        , 0.        , ..., 0.        , 0.26689959,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ -2.70073603,  -2.08498418, -15.01004831,  -4.19843274,
         0.98305075,   1.35422329,   1.59235698,   0.07440334,
        -2.23559077,  -4.09153793,   4.06132697,   2.13818137,
         2.12237439,  -4.29643342,  -4.72739711,   3.49958511,
         1.82420769,   1.59289223,  -3.4593576 ,  -0.63847697])}","[ -2.700736    -2.084984   -15.010048    -4.198433     0.98305076
   1.3542233    1.592357     0.07440334  -2.2355907   -4.091538
   4.061327     2.1381814    2.1223743   -4.2964334   -4.727397
   3.4995852    1.8242077    1.5928923   -3.4593575   -0.63847697]"
38,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/54_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.09481335, 0.        , 0.        , ..., 0.        , 0.09193326,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-1.77659176, -4.68189327, -5.28981942, -5.03808766,  1.64465917,
        5.48737698,  2.17548653, -3.78615666, -0.09864517, -3.9258188 ,
        3.41232006, -0.71518535,  4.43258382, -4.72029588, -3.12004115,
        3.76421298,  3.68035955,  1.48254084, -1.83992699, -1.42537718])}","[-1.7765918  -4.6818933  -5.2898192  -5.038088    1.6446592   5.487377
  2.1754866  -3.7861567  -0.09864517 -3.925819    3.4123201  -0.71518534
  4.432584   -4.720296   -3.1200411   3.764213    3.6803596   1.4825408
 -1.839927   -1.4253771 ]"
39,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/47_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.45204496, 0.        , 0.10794945, ..., 0.        , 0.16652815,
       0.00617597])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-1.95172714, -3.57213186, -3.60729173, -3.1628367 ,  2.3996612 ,
        2.74292772,  1.6912041 , -2.34346825, -1.96561891, -1.90530673,
        2.85116951, -0.21548103,  3.63348956, -3.64094374, -3.32792672,
        3.31964943,  1.78574813,  1.37291547, -2.68177855, -0.08352009])}","[-1.9517272  -3.5721319  -3.6072917  -3.1628368   2.3996613   2.7429278
  1.6912041  -2.3434682  -1.965619   -1.9053067   2.8511696  -0.21548103
  3.6334896  -3.6409438  -3.3279266   3.3196495   1.7857481   1.3729155
 -2.6817784  -0.08352008]"
40,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/r_5_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.08634605, 0.        , 0.01175342, ..., 0.        , 0.        ,
       0.0085392 ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-16.24759267, -12.50982061, -11.31381551,   5.38649131,
         3.95222333,   0.34945803,   3.7116745 ,  -1.83346187,
         2.11798944,  -4.13433688,   4.33730481,   1.1535918 ,
         3.45032054,  -3.03191061,  -3.23293193,   3.47793465,
         1.13917802,   2.17275153,  -2.4812551 ,  -2.11843055])}","[-16.247593   -12.509821   -11.313815     5.3864913    3.9522233
   0.34945804   3.7116745   -1.8334619    2.1179895   -4.134337
   4.3373046    1.1535918    3.4503205   -3.0319107   -3.2329319
   3.4779346    1.139178     2.1727514   -2.481255    -2.1184306 ]"
41,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/r_35_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.19407755, 0.        , 0.31640837, ..., 0.        , 0.02766355,
       0.08465274])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-13.77065727,  -9.77128472,  -7.03726713,  -3.70935508,
        -2.06863851,  -1.8533259 ,   4.70675911,  -2.34689038,
        -3.70664883,  -1.26377274,   4.51102749,   3.29715098,
         4.47936973,  -1.52911195,  -6.0317392 ,   3.41810117,
         2.12150644,   2.79893843,  -1.41725293,  -1.84840673])}","[-13.770658   -9.771285   -7.037267   -3.709355   -2.0686386  -1.8533258
   4.706759   -2.3468904  -3.7066488  -1.2637727   4.5110273   3.297151
   4.4793696  -1.529112   -6.031739    3.418101    2.1215065   2.7989385
  -1.4172529  -1.8484067]"
42,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/r_82_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.42355406, 0.        , 0.29520196, ..., 0.        , 0.        ,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-15.92521878,   2.38029234,  -8.70949919,  -1.95697082,
        -1.36325047,   1.89520407,   3.72513601,  -2.7820941 ,
        -2.63012351,  -3.82984778,   4.22481943,  -0.35682974,
         4.20388009,  -3.69227878,  -5.10664115,   4.53299603,
         2.00150534,   3.42022463,  -2.00098957,  -0.39786452])}","[-15.925219     2.3802924   -8.709499    -1.9569708   -1.3632505
   1.8952041    3.725136    -2.782094    -2.6301236   -3.8298478
   4.2248197   -0.35682973   4.2038803   -3.6922789   -5.1066413
   4.532996     2.0015054    3.4202247   -2.0009897   -0.39786452]"
43,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/66_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.08503067, 0.        , 0.        , ..., 0.        , 0.12454673,
       0.01187185])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-1.21154372, -4.64052725, -8.35504217, -3.25630073, -0.1619158 ,
        1.44101446,  4.91259397, -6.42078832, -0.36629787, -4.49389427,
        5.42770306,  3.52551291,  3.5405659 , -4.47018441, -2.66593832,
        3.16433714,  1.75724936,  2.28770521, -3.15684847,  0.58139978])}","[-1.2115437  -4.6405272  -8.355042   -3.2563007  -0.16191581  1.4410144
  4.912594   -6.4207883  -0.36629787 -4.493894    5.427703    3.525513
  3.540566   -4.4701843  -2.6659384   3.1643372   1.7572494   2.2877052
 -3.1568484   0.5813998 ]"
44,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/56_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.44802234, 0.        , 0.0046129 , ..., 0.        , 0.08182764,
       0.00578844])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-0.76119308, -3.5622189 , -4.43528719, -4.12160271,  1.29706299,
        1.99521767,  1.68147774, -3.38413353, -1.97145655, -5.60919824,
        4.86769746,  0.63958782,  3.41203107, -4.54611505, -3.78057993,
        3.13125882,  3.13121735,  1.12886487, -1.36832247, -1.13425962])}","[-0.7611931 -3.562219  -4.435287  -4.1216025  1.297063   1.9952177
  1.6814778 -3.3841336 -1.9714565 -5.609198   4.8676972  0.6395878
  3.4120312 -4.546115  -3.78058    3.1312587  3.1312172  1.1288649
 -1.3683225 -1.1342596]"
45,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/9_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.4089494 , 0.        , 0.3826513 , ..., 0.        , 0.1433455 ,
       0.00338034])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-3.26207049, -4.48656343, -8.57790125, -3.3704897 ,  6.03873198,
        3.40487471,  8.42600585, -0.71891182, -2.7650408 , -4.6779774 ,
        2.9310707 ,  1.98798434,  4.04700699, -4.8326557 , -3.46778501,
        4.41715665,  2.5851798 ,  2.39560921, -1.16426996, -0.55130191])}","[-3.2620704 -4.486563  -8.577901  -3.3704896  6.038732   3.4048748
  8.426006  -0.7189118 -2.7650409 -4.6779776  2.9310708  1.9879843
  4.047007  -4.832656  -3.4677851  4.4171567  2.5851798  2.3956091
 -1.1642699 -0.5513019]"
46,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/r_324_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.82063854, 0.01164431, 0.14426947, ..., 0.        , 0.0146768 ,
       0.00134773])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-15.03880595, -10.77348986,  -9.88056339,  -0.88219715,
        -0.71318485,   2.48063603,   3.29129342,  -4.91205609,
        -6.81380858,  -4.84097769,   2.83603237,   1.15131837,
         3.95575734,  -3.49437744,  -2.73958565,   4.30450562,
         3.96421511,   3.57963168,  -2.32728215,  -0.20523188])}","[-15.038806   -10.77349     -9.880564    -0.88219714  -0.71318483
   2.4806361    3.2912934   -4.912056    -6.8138084   -4.8409777
   2.8360324    1.1513183    3.9557574   -3.4943774   -2.7395856
   4.304506     3.964215     3.5796316   -2.3272822   -0.20523189]"
47,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/r_36_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.21544163, 0.02192757, 0.55940568, ..., 0.        , 0.0449166 ,
       0.02701763])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-14.77581327,  -9.10376354,  -5.84515071,  -7.27506755,
        -1.39848972,   1.28930318,   4.03995221,  -1.34941064,
        -1.29279868,  -0.73190428,   5.88631745,   1.4794764 ,
         3.36658718,  -2.81362202,  -6.25021314,   2.51468244,
         0.48025854,   1.11464599,  -1.03741812,  -1.19635763])}","[-14.775813    -9.103764    -5.845151    -7.2750673   -1.3984897
   1.2893032    4.0399523   -1.3494107   -1.2927986   -0.73190427
   5.8863173    1.4794765    3.3665872   -2.813622    -6.250213
   2.5146825    0.48025852   1.114646    -1.0374181   -1.1963576 ]"
48,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/r_84_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.31945848, 0.01747747, 0.19942664, ..., 0.        , 0.        ,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-15.24412355,   1.99953453,  -9.76935492,  -3.65900344,
         1.15117273,   5.03580535,   4.66118282,  -4.38243348,
        -2.80391889,  -2.69039897,   3.8426705 ,   1.05698289,
         4.08537052,  -3.79869961,  -4.06406726,   2.23754175,
         1.41052264,   2.3808285 ,  -2.14621596,  -0.54215631])}","[-15.244123     1.9995345   -9.769355    -3.6590035    1.1511728
   5.035805     4.661183    -4.3824334   -2.8039188   -2.690399
   3.8426704    1.0569829    4.0853705   -3.7986996   -4.0640674
   2.2375417    1.4105227    2.3808286   -2.146216    -0.54215634]"
49,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/65_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.74576449, 0.        , 0.        , ..., 0.        , 0.09798627,
       0.09211235])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-1.72227876, -4.5008932 , -7.68437324, -3.26831648,  1.25902678,
       -0.20236225,  5.0348687 , -6.39582478, -0.16505482, -6.2074278 ,
        5.88808693,  3.45851799,  5.58425719, -5.98097048, -3.10852391,
        2.92505371,  1.20001856,  2.1699848 , -2.29535916, -0.20669015])}","[-1.7222787  -4.500893   -7.6843734  -3.2683165   1.2590268  -0.20236225
  5.0348687  -6.395825   -0.16505483 -6.207428    5.888087    3.458518
  5.584257   -5.9809704  -3.1085238   2.9250536   1.2000185   2.1699848
 -2.2953591  -0.20669015]"
50,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/63_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.47646394, 0.        , 0.        , ..., 0.        , 0.10497961,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-0.61570567, -3.10707879, -5.75008998, -3.30519678,  0.01517924,
       -0.17967234,  2.09570503, -5.36131508, -2.08985382, -3.24522487,
        4.77064012,  1.84610492,  3.13378393, -2.91457974, -2.49242203,
        3.11427141,  0.58323583,  1.79495045, -2.46839621, -1.11427512])}","[-0.61570567 -3.1070788  -5.75009    -3.3051968   0.01517924 -0.17967233
  2.095705   -5.3613153  -2.0898538  -3.245225    4.77064     1.8461049
  3.1337838  -2.9145796  -2.492422    3.1142714   0.5832358   1.7949505
 -2.4683962  -1.1142751 ]"
51,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/60_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.36889797, 0.        , 0.06557068, ..., 0.        , 0.11123041,
       0.03640158])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-0.88230366, -3.02202505, -5.37754858, -3.32170717,  1.64712974,
        0.49847228,  3.19191428, -5.33561146, -1.86129703, -5.10889587,
        5.78493896,  2.84723963,  3.62894173, -3.25725021, -3.60376053,
        3.47435841,  2.16555766,  1.4189808 , -2.98150685, -1.12432468])}","[-0.88230366 -3.022025   -5.3775487  -3.3217072   1.6471298   0.49847227
  3.1919143  -5.3356113  -1.861297   -5.108896    5.784939    2.8472397
  3.6289418  -3.2572503  -3.6037605   3.4743583   2.1655576   1.4189808
 -2.9815068  -1.1243247 ]"
52,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/74_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.87467724, 0.        , 0.22236797, ..., 0.        , 0.12964584,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ -3.93697256,  -4.5215091 , -13.00572791,  -3.42961104,
         2.35791008,   2.94300649,   4.58242987,  -5.32766047,
        -2.99614831,  -1.96959929,   3.54488654,   0.79074871,
         2.8107064 ,  -5.56533478,  -4.17092371,   4.18771472,
         0.86843705,   1.86562882,  -2.59151555,  -2.97791249])}","[ -3.9369726   -4.521509   -13.005728    -3.429611     2.3579102
   2.9430065    4.58243     -5.3276606   -2.9961483   -1.9695992
   3.5448866    0.7907487    2.8107064   -5.565335    -4.1709237
   4.1877146    0.86843705   1.8656288   -2.5915155   -2.9779124 ]"
53,file:/media/LHadjemi/Data/deployer-un-modele-dans-le-cloud/data/test/Avocado/r_56_100.jpg,Avocado,"{'type': 1, 'size': None, 'indices': None, 'values': array([7.63274729e-01, 6.75866031e-04, 0.00000000e+00, ...,
       0.00000000e+00, 2.96416646e-03, 3.90233845e-02])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-18.63617269,  -4.25873304, -12.11337534,  -5.24965989,
         5.08615233,  -0.58805587,   2.98567452,  -4.72807971,
         0.49381697,  -4.15593075,   3.30597941,   1.34747809,
         3.01777764,  -3.91487483,  -4.72058713,   4.2485461 ,
         2.35851065,   2.14293114,  -3.52243833,  -0.40475514])}","[-18.636173    -4.2587333  -12.113376    -5.24966      5.0861526
  -0.58805585   2.9856746   -4.72808      0.49381697  -4.1559305
   3.3059795    1.3474782    3.0177777   -3.9148748   -4.7205873
   4.248546     2.3585107    2.1429312   -3.5224383   -0.40475515]"
